"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"","0","1","0","1","0.000000","7","0"
"Globals","21","1261","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","2","2","1","4.015184","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","4","4","1","7.451825","0","4"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","2","2","1","5.837903","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","8","8","1","23.624710","0","8"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","2","2","1","1.152650","0","2"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","21","11","11","1","9.353261","0","11"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","2","2","1","1.714959","0","2"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","21","8","8","1","9.989548","0","8"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","4","4","1","1.698683","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","21","2","2","1","2.052952","0","2"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","45","45","1","48.224590","0","45"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","21","4","4","1","9.394261","0","4"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","21","12","12","1","7.453047","0","12"
"/Engine/VREditor/TransformGizmo/Xray.Xray","21","6","6","1","3.656704","0","6"
"/Engine/VREditor/TransformGizmo/Main.Main","21","2","2","1","0.888140","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","2","2","1","0.876876","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","107","107","1","175.365585","0","107"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","21","2","2","1","0.632767","0","2"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","21","12","12","1","9.276717","0","12"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","300","300","1","249.786453","0","0"
"/Engine/EditorResources/FieldNodes/_Resources/M_FieldVolumePreview.M_FieldVolumePreview","21","25","25","1","28.358078","0","25"
"/Engine/VREditor/UI/ArrowMaterial.ArrowMaterial","21","10","10","1","24.856689","0","10"
"/Engine/EditorMaterials/HelpFlatColour.HelpFlatColour","21","6","6","1","3.516434","0","6"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","21","21","1","17.073637","0","21"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","21","21","1","13.693996","0","21"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","21","21","1","0.000000","0","21"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","12","12","1","10.684361","0","12"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","2.130476","0","2"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","4","1","4.127489","0","4"
"/ControlRig/M_Manip.M_Manip","21","4","4","1","2.660163","0","4"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","24","24","2","49.323902","0","24"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","3.252749","0","2"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","26","6","20.728161","0","26"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","7","7","1","3.878016","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","67","67","1","73.818069","0","67"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","75","75","1","36.603561","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","21","2","2","1","2.387470","0","2"
"/Engine/EditorMaterials/GeometryCollection/InMaterial.InMaterial","21","10","10","1","10.342834","0","10"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","21","2","2","1","0.864456","0","2"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","21","20","20","1","25.170004","0","20"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","21","4","4","1","3.676980","0","4"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","5","5","1","21.469801","0","5"
"/Niagara/DefaultAssets/DefaultTextureSpriteMaterial.DefaultTextureSpriteMaterial","21","20","20","1","40.013309","0","20"
"/AnimationSharing/AnimSharingBase.AnimSharingBase","21","12","12","1","6.261293","0","12"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","21","6","6","1","5.791791","0","6"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","12","12","1","10.884273","0","12"
"/Game/Blueprints/Mechanics/Leaf_Mat.Leaf_Mat","21","20","20","1","21.866737","0","20"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","5","5","1","2.896587","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","5","5","1","1.773109","0","5"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","107","107","1","214.502762","0","107"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","2.260660","0","2"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","4","1","4.730941","0","4"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","10","1","11.179524","0","10"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","15","15","1","14.272953","0","15"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","21","15","15","1","15.016154","0","15"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","21","15","15","1","15.554916","0","15"
"/Engine/EngineDebugMaterials/BoneWeightMaterial.BoneWeightMaterial","21","21","21","1","19.763754","0","21"
"","21","5","0","1","0.000000","0","0"
