"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"","0","1","0","1","0.000000","7","0"
"Globals","21","1261","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","2","2","1","2.177732","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","4","4","1","4.492588","0","4"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","2","2","1","1.773914","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","2","2","1","0.761091","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","8","8","1","8.431233","0","8"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","4","4","1","1.865115","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","21","2","2","1","1.944134","0","2"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","2","2","1","1.385879","0","2"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","21","4","4","1","2.859821","0","4"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","21","8","8","1","5.209212","0","8"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","21","2","2","1","0.639969","0","2"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","21","12","12","1","7.140252","0","12"
"/Engine/VREditor/TransformGizmo/Xray.Xray","21","6","6","1","2.781611","0","6"
"/Engine/VREditor/TransformGizmo/Main.Main","21","2","2","1","0.685018","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","2","2","1","0.679701","0","2"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","21","11","11","1","7.202405","0","11"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","21","12","12","1","6.985328","0","12"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","45","45","1","29.190111","0","45"
"/Engine/EditorMaterials/GeometryCollection/InMaterial.InMaterial","21","10","10","1","6.519343","0","10"
"/Engine/EditorResources/FieldNodes/_Resources/M_FieldVolumePreview.M_FieldVolumePreview","21","25","25","1","19.470226","0","25"
"/Engine/VREditor/UI/ArrowMaterial.ArrowMaterial","21","10","10","1","14.590915","0","10"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","21","2","2","1","1.798504","0","2"
"/AnimationSharing/AnimSharingBase.AnimSharingBase","21","12","12","1","3.457245","0","12"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","21","6","6","1","4.944866","0","6"
"/Engine/EditorMaterials/HelpFlatColour.HelpFlatColour","21","6","6","1","3.046107","0","6"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","107","107","1","125.850952","0","107"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","21","2","2","1","0.636987","0","2"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","21","20","20","1","19.184031","0","20"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","21","4","4","1","2.679337","0","4"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","21","21","1","13.230415","0","21"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","21","21","1","10.694734","0","21"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","21","21","1","0.000000","0","21"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","12","12","1","8.291868","0","12"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","1.687995","0","2"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","24","24","2","21.107683","0","24"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","4","1","3.173456","0","4"
"/ControlRig/M_Manip.M_Manip","21","4","4","1","2.068200","0","4"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","75","75","1","56.750443","0","75"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","300","300","1","151.126144","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","12","12","1","8.032480","0","12"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","5","5","1","2.668179","0","5"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.464140","0","2"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","26","6","15.475492","0","26"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","7","7","1","3.201097","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","67","67","1","52.013943","0","67"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","21","15","15","1","11.425744","0","15"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","21","15","15","1","11.256948","0","15"
"/Engine/EngineDebugMaterials/BoneWeightMaterial.BoneWeightMaterial","21","21","21","1","13.188566","0","21"
"/Niagara/DefaultAssets/DefaultTextureSpriteMaterial.DefaultTextureSpriteMaterial","21","20","20","1","18.390017","0","20"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","5","5","1","2.180192","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","5","5","1","1.381533","0","5"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","107","107","1","148.278564","0","107"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","4","1","3.922751","0","4"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","10","1","9.413839","0","10"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","1.875586","0","2"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","15","15","1","10.414286","0","15"
"/Game/Blueprints/Mechanics/Leaf_Mat.Leaf_Mat","21","20","20","1","15.403288","0","20"
