"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"","0","1","0","1","0.000000","7","0"
"Globals","21","1261","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","2","2","1","1.743425","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","4","4","1","2.699161","0","4"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","2","2","1","2.434020","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","2","2","1","0.863425","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","8","8","1","8.061931","0","8"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","4","4","1","3.103434","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","21","2","2","1","2.653903","0","2"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","2","2","1","1.404653","0","2"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","21","11","11","1","8.083436","0","11"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","45","45","1","35.440933","0","45"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","21","12","12","1","8.320390","0","12"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","21","4","4","1","2.078821","0","4"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","21","8","8","1","5.040163","0","8"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","21","2","2","1","0.629338","0","2"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","21","12","12","1","7.570067","0","12"
"/Engine/VREditor/TransformGizmo/Xray.Xray","21","6","6","1","3.028661","0","6"
"/Engine/VREditor/TransformGizmo/Main.Main","21","2","2","1","0.773680","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","2","2","1","0.763040","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","107","107","1","138.276077","0","107"
"/Engine/VREditor/UI/ArrowMaterial.ArrowMaterial","21","10","10","1","16.219208","0","10"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","21","2","2","1","1.864264","0","2"
"/Engine/EditorMaterials/GeometryCollection/InMaterial.InMaterial","21","10","10","1","6.763193","0","10"
"/Engine/EditorResources/FieldNodes/_Resources/M_FieldVolumePreview.M_FieldVolumePreview","21","25","25","1","22.353167","0","25"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","21","2","2","1","0.689684","0","2"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","300","300","1","196.552658","0","0"
"/Engine/EditorMaterials/HelpFlatColour.HelpFlatColour","21","6","6","1","3.054180","0","6"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","21","21","1","15.392317","0","21"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","21","21","1","10.951442","0","21"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","21","21","1","0.000000","0","21"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","12","12","1","9.313150","0","12"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","1.716746","0","2"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","24","24","2","24.240322","0","24"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","75","75","1","28.365473","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","4","1","3.350854","0","4"
"/ControlRig/M_Manip.M_Manip","21","4","4","1","2.199838","0","4"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","5","5","1","2.673131","0","5"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.462914","0","2"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","26","6","16.063021","0","26"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","7","7","1","3.576523","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","67","67","1","56.321682","0","67"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","12","12","1","8.594549","0","12"
"/Niagara/DefaultAssets/DefaultTextureSpriteMaterial.DefaultTextureSpriteMaterial","21","20","20","1","19.504118","0","20"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","21","20","20","1","19.077042","0","20"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","21","4","4","1","2.828164","0","4"
"/AnimationSharing/AnimSharingBase.AnimSharingBase","21","12","12","1","3.756915","0","12"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","21","6","6","1","4.664828","0","6"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","5","5","1","2.392519","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","5","5","1","1.562734","0","5"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","107","107","1","157.069000","0","107"
"","21","5","0","1","0.000000","0","0"
"/Game/Blueprints/Mechanics/Leaf_Mat.Leaf_Mat","21","20","20","1","16.963945","0","20"
"/DatasmithContent/Materials/CE_OpacityReference.CE_OpacityReference","21","10","10","1","10.015204","0","10"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","4","1","3.864621","0","4"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","10","1","9.323297","0","10"
"/Interchange/gltf/M_Unlit.M_Unlit","21","52","52","6","32.004124","0","52"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","1.873570","0","2"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","21","12","12","2","9.719427","0","12"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","15","15","1","10.982970","0","15"
